Serial_number:,1072226,,,,,,,,,,
Project ID:,NCOS Hydrology Monitoring,,,,,,,,,,
Location:,Groundwater Well 12,,,,,,,,,,
LEVEL UNIT: ,ft,,,,,,,,,,
Offset: ,0.000000 ft,,,,,,,,,,
Altitude: ,0.000000 ft,,,,,,,,,,
Density: ,1.000000 kg/L,,,,,,,,,,
TEMPERATURE UNIT: ,Deg C,,,,,,,,,,
CONDUCTIVITY UNIT:,µS/cm,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Date + Time,NOAA Precip (inch),LEVEL (ft.),WSE (ft. NAVD88),Depth from Surface (ft),TEMPERATURE (C),CONDUCTIVITY (uS/cm),CONDUCTIVITY (mS/cm),CONDUCTIVITY (S/m),NOTES
2019/12/03,7:15,12/3/2019 7:15,,1.719,7.619,1.981,14.1,2056,2.056,0.2056,
2019/12/03,7:30,12/3/2019 7:30,,1.721,7.621,1.979,14.1,2053,2.053,0.2053,
2019/12/03,7:45,12/3/2019 7:45,,1.719,7.619,1.981,14.1,2049,2.049,0.2049,
2019/12/03,8:00,12/3/2019 8:00,,1.724,7.624,1.976,14.1,2045,2.045,0.2045,
2019/12/03,8:15,12/3/2019 8:15,,1.716,7.616,1.984,14.1,2040,2.04,0.204,
2019/12/03,8:30,12/3/2019 8:30,,1.737,7.637,1.963,14.1,2037,2.037,0.2037,
2019/12/03,8:45,12/3/2019 8:45,,1.732,7.632,1.968,14.1,2032,2.032,0.2032,
2019/12/03,9:00,12/3/2019 9:00,,1.725,7.625,1.975,14.1,2027,2.027,0.2027,
2019/12/03,9:15,12/3/2019 9:15,,1.726,7.626,1.974,14.1,2023,2.023,0.2023,
2019/12/03,9:30,12/3/2019 9:30,,1.738,7.638,1.962,14.1,2018,2.018,0.2018,
2019/12/03,9:45,12/3/2019 9:45,,1.73,7.63,1.97,14.1,2014,2.014,0.2014,
2019/12/03,10:00,12/3/2019 10:00,,1.748,7.648,1.952,14.1,2009,2.009,0.2009,
2019/12/03,10:15,12/3/2019 10:15,,1.753,7.653,1.947,14.1,2006,2.006,0.2006,
2019/12/03,10:30,12/3/2019 10:30,,1.751,7.651,1.949,14.1,2002,2.002,0.2002,
2019/12/03,10:45,12/3/2019 10:45,,1.761,7.661,1.939,14.1,1998,1.998,0.1998,
2019/12/03,11:00,12/3/2019 11:00,,1.771,7.671,1.929,14.1,1994,1.994,0.1994,
2019/12/03,11:15,12/3/2019 11:15,,1.762,7.662,1.938,14.1,1990,1.99,0.199,
2019/12/03,11:30,12/3/2019 11:30,,1.764,7.664,1.936,14.1,1988,1.988,0.1988,
2019/12/03,11:45,12/3/2019 11:45,,1.743,7.643,1.957,14.1,1983,1.983,0.1983,
2019/12/03,12:00,12/3/2019 12:00,,1.761,7.661,1.939,14.1,1980,1.98,0.198,
2019/12/03,12:15,12/3/2019 12:15,,1.762,7.662,1.938,14.1,1978,1.978,0.1978,
2019/12/03,12:30,12/3/2019 12:30,,1.758,7.658,1.942,14.1,1975,1.975,0.1975,
2019/12/03,12:45,12/3/2019 12:45,,1.737,7.637,1.963,14.1,1973,1.973,0.1973,
2019/12/03,13:00,12/3/2019 13:00,,1.745,7.645,1.955,14.1,1971,1.971,0.1971,
2019/12/03,13:15,12/3/2019 13:15,,1.734,7.634,1.966,14.1,1969,1.969,0.1969,
2019/12/03,13:30,12/3/2019 13:30,,1.751,7.651,1.949,14.1,1966,1.966,0.1966,
2019/12/03,13:45,12/3/2019 13:45,,1.751,7.651,1.949,14.1,1964,1.964,0.1964,
2019/12/03,14:00,12/3/2019 14:00,,1.741,7.641,1.959,14.1,1961,1.961,0.1961,
2019/12/03,14:15,12/3/2019 14:15,,1.739,7.639,1.961,14.1,1960,1.96,0.196,
2019/12/03,14:30,12/3/2019 14:30,,1.723,7.623,1.977,14.1,1956,1.956,0.1956,
2019/12/03,14:45,12/3/2019 14:45,,1.741,7.641,1.959,14.1,1955,1.955,0.1955,
2019/12/03,15:00,12/3/2019 15:00,,1.743,7.643,1.957,14.1,1952,1.952,0.1952,
2019/12/03,15:15,12/3/2019 15:15,,1.728,7.628,1.972,14.1,1950,1.95,0.195,
2019/12/03,15:30,12/3/2019 15:30,,1.729,7.629,1.971,14.1,1946,1.946,0.1946,
2019/12/03,15:45,12/3/2019 15:45,,1.731,7.631,1.969,14.1,1943,1.943,0.1943,
2019/12/03,16:00,12/3/2019 16:00,,1.724,7.624,1.976,14.1,1941,1.941,0.1941,
2019/12/03,16:15,12/3/2019 16:15,,1.732,7.632,1.968,14.1,1938,1.938,0.1938,
2019/12/03,16:30,12/3/2019 16:30,,1.731,7.631,1.969,14.1,1937,1.937,0.1937,
2019/12/03,16:45,12/3/2019 16:45,,1.722,7.622,1.978,14.1,1934,1.934,0.1934,
2019/12/03,17:00,12/3/2019 17:00,,1.716,7.616,1.984,14.1,1932,1.932,0.1932,
2019/12/03,17:15,12/3/2019 17:15,,1.708,7.608,1.992,14.1,1929,1.929,0.1929,
2019/12/03,17:30,12/3/2019 17:30,,1.704,7.604,1.996,14.1,1926,1.926,0.1926,
2019/12/03,17:45,12/3/2019 17:45,,1.71,7.61,1.99,14.1,1924,1.924,0.1924,
2019/12/03,18:00,12/3/2019 18:00,,1.705,7.605,1.995,14.1,1920,1.92,0.192,
2019/12/03,18:15,12/3/2019 18:15,,1.726,7.626,1.974,14.1,1915,1.915,0.1915,
2019/12/03,18:30,12/3/2019 18:30,,1.754,7.654,1.946,14.1,1912,1.912,0.1912,
2019/12/03,18:45,12/3/2019 18:45,,1.753,7.653,1.947,14.1,1907,1.907,0.1907,
2019/12/03,19:00,12/3/2019 19:00,,1.756,7.656,1.944,14.1,1903,1.903,0.1903,
2019/12/03,19:15,12/3/2019 19:15,,1.757,7.657,1.943,14.1,1900,1.9,0.19,
2019/12/03,19:30,12/3/2019 19:30,,1.755,7.655,1.945,14.1,1896,1.896,0.1896,
2019/12/03,19:45,12/3/2019 19:45,,1.755,7.655,1.945,14.1,1895,1.895,0.1895,
2019/12/03,20:00,12/3/2019 20:00,,1.745,7.645,1.955,14.1,1894,1.894,0.1894,
2019/12/03,20:15,12/3/2019 20:15,,1.745,7.645,1.955,14.1,1889,1.889,0.1889,
2019/12/03,20:30,12/3/2019 20:30,,1.755,7.655,1.945,14.1,1885,1.885,0.1885,
2019/12/03,20:45,12/3/2019 20:45,,1.755,7.655,1.945,14.1,1882,1.882,0.1882,
2019/12/03,21:00,12/3/2019 21:00,,1.744,7.644,1.956,14,1881,1.881,0.1881,
2019/12/03,21:15,12/3/2019 21:15,,1.754,7.654,1.946,14.1,1880,1.88,0.188,
2019/12/03,21:30,12/3/2019 21:30,,1.736,7.636,1.964,14.1,1876,1.876,0.1876,
2019/12/03,21:45,12/3/2019 21:45,,1.741,7.641,1.959,14,1874,1.874,0.1874,
2019/12/03,22:00,12/3/2019 22:00,,1.748,7.648,1.952,14,1872,1.872,0.1872,
2019/12/03,22:15,12/3/2019 22:15,,1.73,7.63,1.97,14,1871,1.871,0.1871,
2019/12/03,22:30,12/3/2019 22:30,,1.718,7.618,1.982,14,1869,1.869,0.1869,
2019/12/03,22:45,12/3/2019 22:45,,1.747,7.647,1.953,14,1865,1.865,0.1865,
2019/12/03,23:00,12/3/2019 23:00,,1.77,7.67,1.93,14,1862,1.862,0.1862,
2019/12/03,23:15,12/3/2019 23:15,,1.802,7.702,1.898,14,1856,1.856,0.1856,
2019/12/03,23:30,12/3/2019 23:30,0.0945,1.904,7.804,1.796,14,1847,1.847,0.1847,
2019/12/03,23:45,12/3/2019 23:45,,2.106,8.006,1.594,14,1808,1.808,0.1808,
2019/12/04,0:00,12/4/2019 0:00,,2.338,8.238,1.362,14,1657,1.657,0.1657,
2019/12/04,0:15,12/4/2019 0:15,,2.496,8.396,1.204,14,1390,1.39,0.139,
2019/12/04,0:30,12/4/2019 0:30,0.1260,2.681,8.581,1.019,14,1358,1.358,0.1358,
2019/12/04,0:45,12/4/2019 0:45,,2.862,8.762,0.838,14,1352,1.352,0.1352,
2019/12/04,1:00,12/4/2019 1:00,,2.955,8.855,0.745,14,1347,1.347,0.1347,
2019/12/04,1:15,12/4/2019 1:15,,2.942,8.842,0.758,14,1267,1.267,0.1267,
2019/12/04,1:30,12/4/2019 1:30,0.1142,2.951,8.851,0.749,13.9,1319,1.319,0.1319,
2019/12/04,1:45,12/4/2019 1:45,,2.99,8.89,0.71,13.9,1572,1.572,0.1572,
2019/12/04,2:00,12/4/2019 2:00,,3.051,8.951,0.649,13.9,1740,1.74,0.174,
2019/12/04,2:15,12/4/2019 2:15,,3.085,8.985,0.615,14,1875,1.875,0.1875,
2019/12/04,2:30,12/4/2019 2:30,0.0394,3.081,8.981,0.619,14,2014,2.014,0.2014,
2019/12/04,2:45,12/4/2019 2:45,,3.07,8.97,0.63,13.9,2152,2.152,0.2152,
2019/12/04,3:00,12/4/2019 3:00,,3.068,8.968,0.632,13.9,2295,2.295,0.2295,
2019/12/04,3:15,12/4/2019 3:15,,3.035,8.935,0.665,13.9,2378,2.378,0.2378,
2019/12/04,3:30,12/4/2019 3:30,,3.018,8.918,0.682,13.9,2429,2.429,0.2429,
2019/12/04,3:45,12/4/2019 3:45,,2.982,8.882,0.718,13.9,2449,2.449,0.2449,
2019/12/04,4:00,12/4/2019 4:00,,2.941,8.841,0.759,13.9,2453,2.453,0.2453,
2019/12/04,4:15,12/4/2019 4:15,,2.896,8.796,0.804,13.9,2452,2.452,0.2452,
2019/12/04,4:30,12/4/2019 4:30,,2.865,8.765,0.835,14,2453,2.453,0.2453,
2019/12/04,4:45,12/4/2019 4:45,,2.825,8.725,0.875,14,2453,2.453,0.2453,
2019/12/04,5:00,12/4/2019 5:00,,2.829,8.729,0.871,14,2454,2.454,0.2454,
2019/12/04,5:15,12/4/2019 5:15,,2.797,8.697,0.903,14,2456,2.456,0.2456,
2019/12/04,5:30,12/4/2019 5:30,0.0236,2.767,8.667,0.933,14,2458,2.458,0.2458,
2019/12/04,5:45,12/4/2019 5:45,,2.774,8.674,0.926,14,2458,2.458,0.2458,
2019/12/04,6:00,12/4/2019 6:00,,2.917,8.817,0.783,14,2458,2.458,0.2458,
2019/12/04,6:15,12/4/2019 6:15,,2.984,8.884,0.716,14,2460,2.46,0.246,
2019/12/04,6:30,12/4/2019 6:30,0.0394,2.947,8.847,0.753,14,2461,2.461,0.2461,
2019/12/04,6:45,12/4/2019 6:45,,3.006,8.906,0.694,14,2462,2.462,0.2462,
2019/12/04,7:00,12/4/2019 7:00,,2.988,8.888,0.712,14,2447,2.447,0.2447,
2019/12/04,7:15,12/4/2019 7:15,,2.991,8.891,0.709,14,2363,2.363,0.2363,
2019/12/04,7:30,12/4/2019 7:30,0.0906,3.08,8.98,0.62,14,2355,2.355,0.2355,
2019/12/04,7:45,12/4/2019 7:45,,3.096,8.996,0.604,14,2354,2.354,0.2354,
2019/12/04,8:00,12/4/2019 8:00,,3.111,9.011,0.589,14,2352,2.352,0.2352,
2019/12/04,8:15,12/4/2019 8:15,,3.106,9.006,0.594,14,2352,2.352,0.2352,
2019/12/04,8:30,12/4/2019 8:30,0.0630,3.103,9.003,0.597,14,2351,2.351,0.2351,
2019/12/04,8:45,12/4/2019 8:45,,3.12,9.02,0.58,14,2352,2.352,0.2352,
2019/12/04,9:00,12/4/2019 9:00,,3.121,9.021,0.579,14,2351,2.351,0.2351,
2019/12/04,9:15,12/4/2019 9:15,,3.12,9.02,0.58,14,2352,2.352,0.2352,
2019/12/04,9:30,12/4/2019 9:30,,3.116,9.016,0.584,14,2354,2.354,0.2354,
2019/12/04,9:45,12/4/2019 9:45,,3.098,8.998,0.602,14,2354,2.354,0.2354,
2019/12/04,10:00,12/4/2019 10:00,,3.086,8.986,0.614,14,2355,2.355,0.2355,
2019/12/04,10:15,12/4/2019 10:15,,3.071,8.971,0.629,13.9,2354,2.354,0.2354,
2019/12/04,10:30,12/4/2019 10:30,,3.046,8.946,0.654,14,2355,2.355,0.2355,
2019/12/04,10:45,12/4/2019 10:45,,3.023,8.923,0.677,13.9,2356,2.356,0.2356,
2019/12/04,11:00,12/4/2019 11:00,,2.998,8.898,0.702,14,2356,2.356,0.2356,
2019/12/04,11:15,12/4/2019 11:15,,2.946,8.846,0.754,14,2358,2.358,0.2358,
2019/12/04,11:30,12/4/2019 11:30,,2.905,8.805,0.795,13.9,2359,2.359,0.2359,
2019/12/04,11:45,12/4/2019 11:45,,2.85,8.75,0.85,14,2359,2.359,0.2359,
2019/12/04,12:00,12/4/2019 12:00,,2.806,8.706,0.894,14,2360,2.36,0.236,
2019/12/04,12:15,12/4/2019 12:15,,2.758,8.658,0.942,14,2360,2.36,0.236,
2019/12/04,12:30,12/4/2019 12:30,,2.72,8.62,0.98,14,2360,2.36,0.236,
2019/12/04,12:45,12/4/2019 12:45,,2.679,8.579,1.021,14,2361,2.361,0.2361,
2019/12/04,13:00,12/4/2019 13:00,,2.641,8.541,1.059,14,2360,2.36,0.236,
2019/12/04,13:15,12/4/2019 13:15,,2.598,8.498,1.102,14,2360,2.36,0.236,
2019/12/04,13:30,12/4/2019 13:30,,2.564,8.464,1.136,14,2359,2.359,0.2359,
2019/12/04,13:45,12/4/2019 13:45,,2.522,8.422,1.178,14,2352,2.352,0.2352,
2019/12/04,14:00,12/4/2019 14:00,,2.493,8.393,1.207,14,2342,2.342,0.2342,
2019/12/04,14:15,12/4/2019 14:15,,2.482,8.382,1.218,14,2327,2.327,0.2327,
2019/12/04,14:30,12/4/2019 14:30,,2.467,8.367,1.233,14,2309,2.309,0.2309,
2019/12/04,14:45,12/4/2019 14:45,,2.428,8.328,1.272,14,2288,2.288,0.2288,
2019/12/04,15:00,12/4/2019 15:00,,2.403,8.303,1.297,14,2266,2.266,0.2266,
2019/12/04,15:15,12/4/2019 15:15,,2.389,8.289,1.311,14,2243,2.243,0.2243,
2019/12/04,15:30,12/4/2019 15:30,,2.368,8.268,1.332,14,2223,2.223,0.2223,
2019/12/04,15:45,12/4/2019 15:45,,2.361,8.261,1.339,14,2203,2.203,0.2203,
2019/12/04,16:00,12/4/2019 16:00,,2.34,8.24,1.36,14,2184,2.184,0.2184,
2019/12/04,16:15,12/4/2019 16:15,,2.313,8.213,1.387,14,2165,2.165,0.2165,
2019/12/04,16:30,12/4/2019 16:30,,2.299,8.199,1.401,14,2147,2.147,0.2147,
2019/12/04,16:45,12/4/2019 16:45,,2.296,8.196,1.404,14,2132,2.132,0.2132,
2019/12/04,17:00,12/4/2019 17:00,,2.274,8.174,1.426,14,2114,2.114,0.2114,
2019/12/04,17:15,12/4/2019 17:15,,2.266,8.166,1.434,14,2099,2.099,0.2099,
2019/12/04,17:30,12/4/2019 17:30,,2.264,8.164,1.436,14,2083,2.083,0.2083,
2019/12/04,17:45,12/4/2019 17:45,,2.254,8.154,1.446,14,2065,2.065,0.2065,
2019/12/04,18:00,12/4/2019 18:00,,2.257,8.157,1.443,14,2049,2.049,0.2049,
2019/12/04,18:15,12/4/2019 18:15,,2.262,8.162,1.438,14,2034,2.034,0.2034,
2019/12/04,18:30,12/4/2019 18:30,,2.233,8.133,1.467,14,2016,2.016,0.2016,
2019/12/04,18:45,12/4/2019 18:45,,2.238,8.138,1.462,14,1995,1.995,0.1995,
2019/12/04,19:00,12/4/2019 19:00,,2.229,8.129,1.471,14,1978,1.978,0.1978,
2019/12/04,19:15,12/4/2019 19:15,,2.232,8.132,1.468,14,1960,1.96,0.196,
2019/12/04,19:30,12/4/2019 19:30,,2.219,8.119,1.481,14,1942,1.942,0.1942,
2019/12/04,19:45,12/4/2019 19:45,,2.219,8.119,1.481,14,1927,1.927,0.1927,
2019/12/04,20:00,12/4/2019 20:00,,2.214,8.114,1.486,14,1913,1.913,0.1913,
2019/12/04,20:15,12/4/2019 20:15,,2.2,8.1,1.5,14,1901,1.901,0.1901,
2019/12/04,20:30,12/4/2019 20:30,,2.201,8.101,1.499,14,1889,1.889,0.1889,
2019/12/04,20:45,12/4/2019 20:45,,2.205,8.105,1.495,14,1880,1.88,0.188,
2019/12/04,21:00,12/4/2019 21:00,,2.197,8.097,1.503,14,1874,1.874,0.1874,
2019/12/04,21:15,12/4/2019 21:15,,2.194,8.094,1.506,14,1866,1.866,0.1866,
2019/12/04,21:30,12/4/2019 21:30,,2.182,8.082,1.518,14,1861,1.861,0.1861,
2019/12/04,21:45,12/4/2019 21:45,,2.183,8.083,1.517,14,1855,1.855,0.1855,
2019/12/04,22:00,12/4/2019 22:00,,2.179,8.079,1.521,14,1851,1.851,0.1851,
2019/12/04,22:15,12/4/2019 22:15,,2.173,8.073,1.527,14,1848,1.848,0.1848,
2019/12/04,22:30,12/4/2019 22:30,,2.175,8.075,1.525,14,1845,1.845,0.1845,
2019/12/04,22:45,12/4/2019 22:45,,2.164,8.064,1.536,14,1842,1.842,0.1842,
2019/12/04,23:00,12/4/2019 23:00,,2.166,8.066,1.534,14,1840,1.84,0.184,
2019/12/04,23:15,12/4/2019 23:15,,2.172,8.072,1.528,14,1838,1.838,0.1838,
2019/12/04,23:30,12/4/2019 23:30,,2.162,8.062,1.538,14,1836,1.836,0.1836,
2019/12/04,23:45,12/4/2019 23:45,,2.167,8.067,1.533,14,1836,1.836,0.1836,
2019/12/05,0:00,12/5/2019 0:00,,2.166,8.066,1.534,14,1834,1.834,0.1834,
2019/12/05,0:15,12/5/2019 0:15,,2.157,8.057,1.543,14,1833,1.833,0.1833,
2019/12/05,0:30,12/5/2019 0:30,,2.145,8.045,1.555,14,1833,1.833,0.1833,
2019/12/05,0:45,12/5/2019 0:45,,2.138,8.038,1.562,14,1833,1.833,0.1833,
2019/12/05,1:00,12/5/2019 1:00,,2.138,8.038,1.562,14,1832,1.832,0.1832,
2019/12/05,1:15,12/5/2019 1:15,,2.138,8.038,1.562,14,1831,1.831,0.1831,
2019/12/05,1:30,12/5/2019 1:30,,2.136,8.036,1.564,14,1831,1.831,0.1831,
2019/12/05,1:45,12/5/2019 1:45,,2.136,8.036,1.564,14,1832,1.832,0.1832,
2019/12/05,2:00,12/5/2019 2:00,,2.127,8.027,1.573,14,1832,1.832,0.1832,
2019/12/05,2:15,12/5/2019 2:15,,2.125,8.025,1.575,14,1832,1.832,0.1832,
2019/12/05,2:30,12/5/2019 2:30,,2.111,8.011,1.589,14,1832,1.832,0.1832,
2019/12/05,2:45,12/5/2019 2:45,,2.109,8.009,1.591,14,1833,1.833,0.1833,
2019/12/05,3:00,12/5/2019 3:00,,2.117,8.017,1.583,14,1833,1.833,0.1833,
2019/12/05,3:15,12/5/2019 3:15,,2.11,8.01,1.59,14,1833,1.833,0.1833,
2019/12/05,3:30,12/5/2019 3:30,,2.101,8.001,1.599,14,1834,1.834,0.1834,
2019/12/05,3:45,12/5/2019 3:45,,2.109,8.009,1.591,14,1836,1.836,0.1836,
2019/12/05,4:00,12/5/2019 4:00,,2.109,8.009,1.591,14,1837,1.837,0.1837,
2019/12/05,4:15,12/5/2019 4:15,,2.1,8,1.6,14,1837,1.837,0.1837,
2019/12/05,4:30,12/5/2019 4:30,,2.099,7.999,1.601,14,1836,1.836,0.1836,
2019/12/05,4:45,12/5/2019 4:45,,2.113,8.013,1.587,14,1837,1.837,0.1837,
2019/12/05,5:00,12/5/2019 5:00,,2.101,8.001,1.599,14,1837,1.837,0.1837,
2019/12/05,5:15,12/5/2019 5:15,,2.109,8.009,1.591,14,1837,1.837,0.1837,
2019/12/05,5:30,12/5/2019 5:30,,2.101,8.001,1.599,14,1837,1.837,0.1837,
2019/12/05,5:45,12/5/2019 5:45,,2.091,7.991,1.609,14,1838,1.838,0.1838,
2019/12/05,6:00,12/5/2019 6:00,,2.083,7.983,1.617,14,1838,1.838,0.1838,
2019/12/05,6:15,12/5/2019 6:15,,2.087,7.987,1.613,14,1838,1.838,0.1838,
2019/12/05,6:30,12/5/2019 6:30,,2.095,7.995,1.605,14,1838,1.838,0.1838,
2019/12/05,6:45,12/5/2019 6:45,,2.084,7.984,1.616,14,1838,1.838,0.1838,
2019/12/05,7:00,12/5/2019 7:00,,2.085,7.985,1.615,14,1840,1.84,0.184,
2019/12/05,7:15,12/5/2019 7:15,,2.072,7.972,1.628,14,1840,1.84,0.184,
2019/12/05,7:30,12/5/2019 7:30,,2.066,7.966,1.634,14,1840,1.84,0.184,
2019/12/05,7:45,12/5/2019 7:45,,2.067,7.967,1.633,14,1838,1.838,0.1838,
2019/12/05,8:00,12/5/2019 8:00,,2.073,7.973,1.627,14,1840,1.84,0.184,
2019/12/05,8:15,12/5/2019 8:15,,2.067,7.967,1.633,14,1840,1.84,0.184,
2019/12/05,8:30,12/5/2019 8:30,,2.069,7.969,1.631,14,1841,1.841,0.1841,
2019/12/05,8:45,12/5/2019 8:45,,2.068,7.968,1.632,14,1840,1.84,0.184,
2019/12/05,9:00,12/5/2019 9:00,,2.069,7.969,1.631,14,1840,1.84,0.184,
2019/12/05,9:15,12/5/2019 9:15,,2.072,7.972,1.628,14,1840,1.84,0.184,
2019/12/05,9:30,12/5/2019 9:30,,2.072,7.972,1.628,14,1840,1.84,0.184,
2019/12/05,9:45,12/5/2019 9:45,,2.075,7.975,1.625,14,1840,1.84,0.184,
2019/12/05,10:00,12/5/2019 10:00,,2.058,7.958,1.642,14,1840,1.84,0.184,
2019/12/05,10:15,12/5/2019 10:15,,2.045,7.945,1.655,14,1840,1.84,0.184,
2019/12/05,10:30,12/5/2019 10:30,,2.045,7.945,1.655,14,1840,1.84,0.184,
2019/12/05,10:45,12/5/2019 10:45,,2.038,7.938,1.662,14,1841,1.841,0.1841,
2019/12/05,11:00,12/5/2019 11:00,,2.043,7.943,1.657,14,1841,1.841,0.1841,
2019/12/05,11:15,12/5/2019 11:15,,2.031,7.931,1.669,14,1841,1.841,0.1841,
2019/12/05,11:30,12/5/2019 11:30,,2.023,7.923,1.677,14,1841,1.841,0.1841,
2019/12/05,11:45,12/5/2019 11:45,,2.019,7.919,1.681,14,1841,1.841,0.1841,
2019/12/05,12:00,12/5/2019 12:00,,2.018,7.918,1.682,14,1842,1.842,0.1842,
2019/12/05,12:15,12/5/2019 12:15,,2.017,7.917,1.683,14,1842,1.842,0.1842,
2019/12/05,12:30,12/5/2019 12:30,,2.015,7.915,1.685,14,1842,1.842,0.1842,
2019/12/05,12:45,12/5/2019 12:45,,1.995,7.895,1.705,14,1843,1.843,0.1843,
2019/12/05,13:00,12/5/2019 13:00,,1.998,7.898,1.702,14,1842,1.842,0.1842,
2019/12/05,13:15,12/5/2019 13:15,,2.006,7.906,1.694,14,1843,1.843,0.1843,
2019/12/05,13:30,12/5/2019 13:30,,1.988,7.888,1.712,14,1843,1.843,0.1843,
2019/12/05,13:45,12/5/2019 13:45,,1.98,7.88,1.72,14,1843,1.843,0.1843,
2019/12/05,14:00,12/5/2019 14:00,,1.983,7.883,1.717,14,1843,1.843,0.1843,
2019/12/05,14:15,12/5/2019 14:15,,1.972,7.872,1.728,14,1843,1.843,0.1843,
2019/12/05,14:30,12/5/2019 14:30,,1.971,7.871,1.729,14,1843,1.843,0.1843,
2019/12/05,14:45,12/5/2019 14:45,,1.975,7.875,1.725,14,1845,1.845,0.1845,
2019/12/05,15:00,12/5/2019 15:00,,1.964,7.864,1.736,14,1845,1.845,0.1845,
2019/12/05,15:15,12/5/2019 15:15,,1.965,7.865,1.735,14,1845,1.845,0.1845,
2019/12/05,15:30,12/5/2019 15:30,,1.965,7.865,1.735,14,1845,1.845,0.1845,
2019/12/05,15:45,12/5/2019 15:45,,1.956,7.856,1.744,14,1845,1.845,0.1845,
2019/12/05,16:00,12/5/2019 16:00,,1.949,7.849,1.751,14,1845,1.845,0.1845,
2019/12/05,16:15,12/5/2019 16:15,,1.949,7.849,1.751,14.1,1845,1.845,0.1845,
2019/12/05,16:30,12/5/2019 16:30,,1.951,7.851,1.749,14.1,1845,1.845,0.1845,
2019/12/05,16:45,12/5/2019 16:45,,1.949,7.849,1.751,14.1,1845,1.845,0.1845,
2019/12/05,17:00,12/5/2019 17:00,,1.958,7.858,1.742,14.1,1846,1.846,0.1846,
2019/12/05,17:15,12/5/2019 17:15,,1.946,7.846,1.754,14.1,1846,1.846,0.1846,
2019/12/05,17:30,12/5/2019 17:30,,1.943,7.843,1.757,14.1,1845,1.845,0.1845,
2019/12/05,17:45,12/5/2019 17:45,,1.95,7.85,1.75,14.1,1846,1.846,0.1846,
2019/12/05,18:00,12/5/2019 18:00,,1.949,7.849,1.751,14.1,1846,1.846,0.1846,
2019/12/05,18:15,12/5/2019 18:15,,1.948,7.848,1.752,14.1,1846,1.846,0.1846,
2019/12/05,18:30,12/5/2019 18:30,,1.958,7.858,1.742,14.1,1845,1.845,0.1845,
2019/12/05,18:45,12/5/2019 18:45,,1.948,7.848,1.752,14.1,1846,1.846,0.1846,
2019/12/05,19:00,12/5/2019 19:00,,1.951,7.851,1.749,14.1,1846,1.846,0.1846,
2019/12/05,19:15,12/5/2019 19:15,,1.953,7.853,1.747,14.1,1845,1.845,0.1845,
2019/12/05,19:30,12/5/2019 19:30,,1.953,7.853,1.747,14.1,1845,1.845,0.1845,
2019/12/05,19:45,12/5/2019 19:45,,1.956,7.856,1.744,14.1,1843,1.843,0.1843,
2019/12/05,20:00,12/5/2019 20:00,,1.953,7.853,1.747,14.1,1843,1.843,0.1843,
2019/12/05,20:15,12/5/2019 20:15,,1.943,7.843,1.757,14.1,1843,1.843,0.1843,
2019/12/05,20:30,12/5/2019 20:30,,1.954,7.854,1.746,14.1,1843,1.843,0.1843,
2019/12/05,20:45,12/5/2019 20:45,,1.953,7.853,1.747,14.1,1842,1.842,0.1842,
2019/12/05,21:00,12/5/2019 21:00,,1.942,7.842,1.758,14.1,1841,1.841,0.1841,
2019/12/05,21:15,12/5/2019 21:15,,1.952,7.852,1.748,14.1,1841,1.841,0.1841,
2019/12/05,21:30,12/5/2019 21:30,,1.955,7.855,1.745,14.1,1840,1.84,0.184,
2019/12/05,21:45,12/5/2019 21:45,,1.946,7.846,1.754,14.1,1838,1.838,0.1838,
2019/12/05,22:00,12/5/2019 22:00,,1.949,7.849,1.751,14.1,1838,1.838,0.1838,
2019/12/05,22:15,12/5/2019 22:15,,1.939,7.839,1.761,14.1,1838,1.838,0.1838,
2019/12/05,22:30,12/5/2019 22:30,,1.943,7.843,1.757,14.1,1836,1.836,0.1836,
2019/12/05,22:45,12/5/2019 22:45,,1.946,7.846,1.754,14.1,1836,1.836,0.1836,
2019/12/05,23:00,12/5/2019 23:00,,1.945,7.845,1.755,14.1,1834,1.834,0.1834,
2019/12/05,23:15,12/5/2019 23:15,,1.943,7.843,1.757,14.1,1833,1.833,0.1833,
2019/12/05,23:30,12/5/2019 23:30,,1.935,7.835,1.765,14.1,1832,1.832,0.1832,
2019/12/05,23:45,12/5/2019 23:45,,1.943,7.843,1.757,14.1,1828,1.828,0.1828,
2019/12/06,0:00,12/6/2019 0:00,,1.946,7.846,1.754,14.1,1826,1.826,0.1826,
2019/12/06,0:15,12/6/2019 0:15,,1.944,7.844,1.756,14.1,1823,1.823,0.1823,
2019/12/06,0:30,12/6/2019 0:30,,1.942,7.842,1.758,14.1,1823,1.823,0.1823,
2019/12/06,0:45,12/6/2019 0:45,,1.947,7.847,1.753,14.1,1824,1.824,0.1824,
2019/12/06,1:00,12/6/2019 1:00,,1.958,7.858,1.742,14.1,1826,1.826,0.1826,
2019/12/06,1:15,12/6/2019 1:15,,1.96,7.86,1.74,14.1,1828,1.828,0.1828,
2019/12/06,1:30,12/6/2019 1:30,,1.951,7.851,1.749,14.1,1831,1.831,0.1831,
2019/12/06,1:45,12/6/2019 1:45,,1.944,7.844,1.756,14.1,1833,1.833,0.1833,
2019/12/06,2:00,12/6/2019 2:00,,1.951,7.851,1.749,14.1,1836,1.836,0.1836,
