Serial_number:,1072226,,,,,,,,,,,,
Project ID:,NCOS Hydrology Monitoring,,,,,,,,,,,,
Location:,Groundwater Well 12,,,,,,,,,,,,
LEVEL UNIT:,ft,,,,,,,,,,,,
Offset:,0.000000 ft,,,,,,,,,,,,
Altitude: ,0.000000 ft,,,,,,,,,,,,
Density: ,1.000000 kg/L,,,,,,,,,,,,
TEMPERATURE UNIT:, °C,,,,,,,,,,,,
CONDUCTIVITY UNIT:, µS/cm,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Time,DST,Date & Time,Week of WY2019,TEMPERATURE (C),CONDUCTIVITY (uS/cm),CONDUCTIVITY (S/m),Water LEVEL (ft.),WSE (ft),NOAA Hourly Rainfall (inch),NOTES,,
10/30/2018,3:45,3:45,10/30/2018 3:45,5,19.5,1350,0.135,0.875,6.785,,,,
10/30/2018,4:00,4:00,10/30/2018 4:00,5,19.5,1350,0.135,0.876,6.786,,,,
10/30/2018,4:15,4:15,10/30/2018 4:15,5,19.5,1350,0.135,0.868,6.778,,,,
10/30/2018,4:30,4:30,10/30/2018 4:30,5,19.5,1349,0.1349,0.871,6.781,,,,
10/30/2018,4:45,4:45,10/30/2018 4:45,5,19.5,1349,0.1349,0.882,6.792,,,,
10/30/2018,5:00,5:00,10/30/2018 5:00,5,19.5,1350,0.135,0.879,6.789,,,,
10/30/2018,5:15,5:15,10/30/2018 5:15,5,19.5,1350,0.135,0.872,6.782,,,,
10/30/2018,5:30,5:30,10/30/2018 5:30,5,19.5,1350,0.135,0.866,6.776,,,,
10/30/2018,5:45,5:45,10/30/2018 5:45,5,19.5,1350,0.135,0.88,6.79,,,,
10/30/2018,6:00,6:00,10/30/2018 6:00,5,19.5,1350,0.135,0.876,6.786,,,,
10/30/2018,6:15,6:15,10/30/2018 6:15,5,19.5,1350,0.135,0.885,6.795,,,,
10/30/2018,6:30,6:30,10/30/2018 6:30,5,19.5,1350,0.135,0.883,6.793,,,,
10/30/2018,6:45,6:45,10/30/2018 6:45,5,19.5,1350,0.135,0.874,6.784,,,,
10/30/2018,7:00,7:00,10/30/2018 7:00,5,19.5,1350,0.135,0.873,6.783,,,,
10/30/2018,7:15,7:15,10/30/2018 7:15,5,19.5,1350,0.135,0.873,6.783,,,,
10/30/2018,7:30,7:30,10/30/2018 7:30,5,19.5,1350,0.135,0.881,6.791,,,,
10/30/2018,7:45,7:45,10/30/2018 7:45,5,19.5,1349,0.1349,0.881,6.791,,,,
10/30/2018,8:00,8:00,10/30/2018 8:00,5,19.5,1349,0.1349,0.875,6.785,,,,
10/30/2018,8:15,8:15,10/30/2018 8:15,5,19.5,1350,0.135,0.875,6.785,,,,
10/30/2018,8:30,8:30,10/30/2018 8:30,5,19.5,1350,0.135,0.875,6.785,,,,
10/30/2018,8:45,8:45,10/30/2018 8:45,5,19.5,1350,0.135,0.876,6.786,,,,
10/30/2018,9:00,9:00,10/30/2018 9:00,5,19.5,1349,0.1349,0.881,6.791,,,,
10/30/2018,9:15,9:15,10/30/2018 9:15,5,19.5,1348,0.1348,0.877,6.787,,,,
10/30/2018,9:30,9:30,10/30/2018 9:30,5,19.5,1348,0.1348,0.882,6.792,,,,
10/30/2018,9:45,9:45,10/30/2018 9:45,5,19.5,1347,0.1347,0.88,6.79,,,,
10/30/2018,10:00,10:00,10/30/2018 10:00,5,19.5,1348,0.1348,0.877,6.787,,,,
10/30/2018,10:15,10:15,10/30/2018 10:15,5,19.5,1347,0.1347,0.873,6.783,,,,
10/30/2018,10:30,10:30,10/30/2018 10:30,5,19.5,1347,0.1347,0.883,6.793,,,,
10/30/2018,10:45,10:45,10/30/2018 10:45,5,19.5,1347,0.1347,0.884,6.794,,,,
10/30/2018,11:00,11:00,10/30/2018 11:00,5,19.5,1347,0.1347,0.884,6.794,,,,
10/30/2018,11:15,11:15,10/30/2018 11:15,5,19.5,1347,0.1347,0.887,6.797,,,,
10/30/2018,11:30,11:30,10/30/2018 11:30,5,19.5,1347,0.1347,0.884,6.794,,,,
10/30/2018,11:45,11:45,10/30/2018 11:45,5,19.5,1347,0.1347,0.891,6.801,,,,
10/30/2018,12:00,12:00,10/30/2018 12:00,5,19.5,1348,0.1348,0.899,6.809,,,,
10/30/2018,12:15,12:15,10/30/2018 12:15,5,19.5,1349,0.1349,0.902,6.812,,,,
10/30/2018,12:30,12:30,10/30/2018 12:30,5,19.5,1348,0.1348,0.906,6.816,,,,
10/30/2018,12:45,12:45,10/30/2018 12:45,5,19.5,1348,0.1348,0.903,6.813,,,,
10/30/2018,13:00,13:00,10/30/2018 13:00,5,19.5,1348,0.1348,0.919,6.829,,,,
10/30/2018,13:15,13:15,10/30/2018 13:15,5,19.5,1348,0.1348,0.917,6.827,,,,
10/30/2018,13:30,13:30,10/30/2018 13:30,5,19.5,1347,0.1347,0.926,6.836,,,,
10/30/2018,13:45,13:45,10/30/2018 13:45,5,19.5,1348,0.1348,0.938,6.848,,,,
10/30/2018,14:00,14:00,10/30/2018 14:00,5,19.5,1348,0.1348,0.921,6.831,,,,
10/30/2018,14:15,14:15,10/30/2018 14:15,5,19.5,1348,0.1348,0.932,6.842,,,,
10/30/2018,14:30,14:30,10/30/2018 14:30,5,19.5,1349,0.1349,0.941,6.851,,,,
10/30/2018,14:45,14:45,10/30/2018 14:45,5,19.5,1348,0.1348,0.927,6.837,,,,
10/30/2018,15:00,15:00,10/30/2018 15:00,5,19.5,1348,0.1348,0.923,6.833,,,,
10/30/2018,15:15,15:15,10/30/2018 15:15,5,19.5,1348,0.1348,0.923,6.833,,,,
10/30/2018,15:30,15:30,10/30/2018 15:30,5,19.5,1348,0.1348,0.924,6.834,,,,
10/30/2018,15:45,15:45,10/30/2018 15:45,5,19.5,1347,0.1347,0.917,6.827,,,,
10/30/2018,16:00,16:00,10/30/2018 16:00,5,19.5,1347,0.1347,0.905,6.815,,,,
10/30/2018,16:15,16:15,10/30/2018 16:15,5,19.5,1347,0.1347,0.917,6.827,,,,
10/30/2018,16:30,16:30,10/30/2018 16:30,5,19.5,1347,0.1347,0.923,6.833,,,,
10/30/2018,16:45,16:45,10/30/2018 16:45,5,19.5,1348,0.1348,0.91,6.82,,,,
10/30/2018,17:00,17:00,10/30/2018 17:00,5,19.5,1347,0.1347,0.91,6.82,,,,
10/30/2018,17:15,17:15,10/30/2018 17:15,5,19.5,1347,0.1347,0.9,6.81,,,,
10/30/2018,17:30,17:30,10/30/2018 17:30,5,19.5,1346,0.1346,0.903,6.813,,,,
10/30/2018,17:45,17:45,10/30/2018 17:45,5,19.5,1346,0.1346,0.895,6.805,,,,
10/30/2018,18:00,18:00,10/30/2018 18:00,5,19.5,1346,0.1346,0.889,6.799,,,,
10/30/2018,18:15,18:15,10/30/2018 18:15,5,19.5,1346,0.1346,0.888,6.798,,,,
10/30/2018,18:30,18:30,10/30/2018 18:30,5,19.5,1346,0.1346,0.884,6.794,,,,
10/30/2018,18:45,18:45,10/30/2018 18:45,5,19.5,1346,0.1346,0.889,6.799,,,,
10/30/2018,19:00,19:00,10/30/2018 19:00,5,19.5,1345,0.1345,0.88,6.79,,,,
10/30/2018,19:15,19:15,10/30/2018 19:15,5,19.5,1346,0.1346,0.882,6.792,,,,
10/30/2018,19:30,19:30,10/30/2018 19:30,5,19.5,1345,0.1345,0.868,6.778,,,,
10/30/2018,19:45,19:45,10/30/2018 19:45,5,19.5,1345,0.1345,0.879,6.789,,,,
10/30/2018,20:00,20:00,10/30/2018 20:00,5,19.5,1345,0.1345,0.876,6.786,,,,
10/30/2018,20:15,20:15,10/30/2018 20:15,5,19.5,1345,0.1345,0.87,6.78,,,,
10/30/2018,20:30,20:30,10/30/2018 20:30,5,19.5,1345,0.1345,0.873,6.783,,,,
10/30/2018,20:45,20:45,10/30/2018 20:45,5,19.5,1345,0.1345,0.867,6.777,,,,
10/30/2018,21:00,21:00,10/30/2018 21:00,5,19.5,1343,0.1343,0.871,6.781,,,,
10/30/2018,21:15,21:15,10/30/2018 21:15,5,19.5,1342,0.1342,0.852,6.762,,,,
10/30/2018,21:30,21:30,10/30/2018 21:30,5,19.5,1342,0.1342,0.854,6.764,,,,
10/30/2018,21:45,21:45,10/30/2018 21:45,5,19.5,1342,0.1342,0.862,6.772,,,,
10/30/2018,22:00,22:00,10/30/2018 22:00,5,19.5,1342,0.1342,0.847,6.757,,,,
10/30/2018,22:15,22:15,10/30/2018 22:15,5,19.5,1342,0.1342,0.851,6.761,,,,
10/30/2018,22:30,22:30,10/30/2018 22:30,5,19.5,1342,0.1342,0.848,6.758,,,,
10/30/2018,22:45,22:45,10/30/2018 22:45,5,19.5,1341,0.1341,0.838,6.748,,,,
10/30/2018,23:00,23:00,10/30/2018 23:00,5,19.5,1341,0.1341,0.836,6.746,,,,
10/30/2018,23:15,23:15,10/30/2018 23:15,5,19.5,1341,0.1341,0.84,6.75,,,,
10/30/2018,23:30,23:30,10/30/2018 23:30,5,19.5,1340,0.134,0.848,6.758,,,,
10/30/2018,23:45,23:45,10/30/2018 23:45,5,19.5,1340,0.134,0.836,6.746,,,,
10/31/2018,0:00,0:00,10/31/2018 0:00,5,19.5,1340,0.134,0.846,6.756,,,,
10/31/2018,0:15,0:15,10/31/2018 0:15,5,19.5,1339,0.1339,0.848,6.758,,,,
10/31/2018,0:30,0:30,10/31/2018 0:30,5,19.5,1339,0.1339,0.841,6.751,,,,
10/31/2018,0:45,0:45,10/31/2018 0:45,5,19.5,1338,0.1338,0.832,6.742,,,,
10/31/2018,1:00,1:00,10/31/2018 1:00,5,19.5,1338,0.1338,0.838,6.748,,,,
10/31/2018,1:15,1:15,10/31/2018 1:15,5,19.5,1338,0.1338,0.848,6.758,,,,
10/31/2018,1:30,1:30,10/31/2018 1:30,5,19.5,1339,0.1339,0.832,6.742,,,,
10/31/2018,1:45,1:45,10/31/2018 1:45,5,19.5,1338,0.1338,0.842,6.752,,,,
10/31/2018,2:00,2:00,10/31/2018 2:00,5,19.5,1339,0.1339,0.829,6.739,,,,
10/31/2018,2:15,2:15,10/31/2018 2:15,5,19.5,1338,0.1338,0.838,6.748,,,,
10/31/2018,2:30,2:30,10/31/2018 2:30,5,19.5,1338,0.1338,0.826,6.736,,,,
10/31/2018,2:45,2:45,10/31/2018 2:45,5,19.5,1337,0.1337,0.834,6.744,,,,
10/31/2018,3:00,3:00,10/31/2018 3:00,5,19.5,1336,0.1336,0.832,6.742,,,,
10/31/2018,3:15,3:15,10/31/2018 3:15,5,19.5,1334,0.1334,0.836,6.746,,,,
10/31/2018,3:30,3:30,10/31/2018 3:30,5,19.5,1334,0.1334,0.834,6.744,,,,
10/31/2018,3:45,3:45,10/31/2018 3:45,5,19.5,1334,0.1334,0.828,6.738,,,,
10/31/2018,4:00,4:00,10/31/2018 4:00,5,19.5,1334,0.1334,0.825,6.735,,,,
10/31/2018,4:15,4:15,10/31/2018 4:15,5,19.5,1334,0.1334,0.821,6.731,,,,
10/31/2018,4:30,4:30,10/31/2018 4:30,5,19.5,1334,0.1334,0.841,6.751,,,,
10/31/2018,4:45,4:45,10/31/2018 4:45,5,19.5,1334,0.1334,0.822,6.732,,,,
10/31/2018,5:00,5:00,10/31/2018 5:00,5,19.5,1334,0.1334,0.821,6.731,,,,
10/31/2018,5:15,5:15,10/31/2018 5:15,5,19.5,1334,0.1334,0.823,6.733,,,,
10/31/2018,5:30,5:30,10/31/2018 5:30,5,19.5,1333,0.1333,0.828,6.738,,,,
10/31/2018,5:45,5:45,10/31/2018 5:45,5,19.5,1333,0.1333,0.819,6.729,,,,
10/31/2018,6:00,6:00,10/31/2018 6:00,5,19.5,1332,0.1332,0.825,6.735,,,,
10/31/2018,6:15,6:15,10/31/2018 6:15,5,19.5,1332,0.1332,0.82,6.73,,,,
10/31/2018,6:30,6:30,10/31/2018 6:30,5,19.5,1333,0.1333,0.826,6.736,,,,
10/31/2018,6:45,6:45,10/31/2018 6:45,5,19.5,1332,0.1332,0.83,6.74,,,,
10/31/2018,7:00,7:00,10/31/2018 7:00,5,19.5,1332,0.1332,0.819,6.729,,,,
10/31/2018,7:15,7:15,10/31/2018 7:15,5,19.5,1332,0.1332,0.825,6.735,,,,
10/31/2018,7:30,7:30,10/31/2018 7:30,5,19.5,1331,0.1331,0.812,6.722,,,,
10/31/2018,7:45,7:45,10/31/2018 7:45,5,19.5,1331,0.1331,0.812,6.722,,,,
10/31/2018,8:00,8:00,10/31/2018 8:00,5,19.5,1330,0.133,0.82,6.73,,,,
10/31/2018,8:15,8:15,10/31/2018 8:15,5,19.5,1330,0.133,0.814,6.724,,,,
10/31/2018,8:30,8:30,10/31/2018 8:30,5,19.5,1331,0.1331,0.818,6.728,,,,
10/31/2018,8:45,8:45,10/31/2018 8:45,5,19.5,1331,0.1331,0.827,6.737,,,,
10/31/2018,9:00,9:00,10/31/2018 9:00,5,19.5,1331,0.1331,0.82,6.73,,,,
10/31/2018,9:15,9:15,10/31/2018 9:15,5,19.5,1330,0.133,0.823,6.733,,,,
10/31/2018,9:30,9:30,10/31/2018 9:30,5,19.5,1331,0.1331,0.826,6.736,,,,
10/31/2018,9:45,9:45,10/31/2018 9:45,5,19.5,1330,0.133,0.832,6.742,,,,
10/31/2018,10:00,10:00,10/31/2018 10:00,5,19.5,1330,0.133,0.823,6.733,,,,
10/31/2018,10:15,10:15,10/31/2018 10:15,5,19.5,1330,0.133,0.814,6.724,,,,
10/31/2018,10:30,10:30,10/31/2018 10:30,5,19.5,1329,0.1329,0.825,6.735,,,,
10/31/2018,10:45,10:45,10/31/2018 10:45,5,19.5,1330,0.133,0.828,6.738,,,,
10/31/2018,11:00,11:00,10/31/2018 11:00,5,19.5,1329,0.1329,0.834,6.744,,,,
10/31/2018,11:15,11:15,10/31/2018 11:15,5,19.5,1329,0.1329,0.821,6.731,,,,
10/31/2018,11:30,11:30,10/31/2018 11:30,5,19.5,1328,0.1328,0.833,6.743,,,,
10/31/2018,11:45,11:45,10/31/2018 11:45,5,19.5,1328,0.1328,0.828,6.738,,,,
10/31/2018,12:00,12:00,10/31/2018 12:00,5,19.5,1326,0.1326,0.847,6.757,,,,
10/31/2018,12:15,12:15,10/31/2018 12:15,5,19.5,1326,0.1326,0.838,6.748,,,,
10/31/2018,12:30,12:30,10/31/2018 12:30,5,19.5,1328,0.1328,0.846,6.756,,,,
10/31/2018,12:45,12:45,10/31/2018 12:45,5,19.5,1328,0.1328,0.838,6.748,,,,
10/31/2018,13:00,13:00,10/31/2018 13:00,5,19.5,1328,0.1328,0.843,6.753,,,,
10/31/2018,13:15,13:15,10/31/2018 13:15,5,19.5,1328,0.1328,0.841,6.751,,,,
10/31/2018,13:30,13:30,10/31/2018 13:30,5,19.5,1328,0.1328,0.837,6.747,,,,
10/31/2018,13:45,13:45,10/31/2018 13:45,5,19.5,1328,0.1328,0.853,6.763,,,,
10/31/2018,14:00,14:00,10/31/2018 14:00,5,19.5,1328,0.1328,0.86,6.77,,,,
10/31/2018,14:15,14:15,10/31/2018 14:15,5,19.5,1328,0.1328,0.85,6.76,,,,
10/31/2018,14:30,14:30,10/31/2018 14:30,5,19.5,1328,0.1328,0.857,6.767,,,,
10/31/2018,14:45,14:45,10/31/2018 14:45,5,19.5,1328,0.1328,0.856,6.766,,,,
10/31/2018,15:00,15:00,10/31/2018 15:00,5,19.5,1328,0.1328,0.847,6.757,,,,
10/31/2018,15:15,15:15,10/31/2018 15:15,5,19.5,1328,0.1328,0.851,6.761,,,,
10/31/2018,15:30,15:30,10/31/2018 15:30,5,19.5,1328,0.1328,0.849,6.759,,,,
10/31/2018,15:45,15:45,10/31/2018 15:45,5,19.5,1328,0.1328,0.845,6.755,,,,
10/31/2018,16:00,16:00,10/31/2018 16:00,5,19.5,1328,0.1328,0.848,6.758,,,,
10/31/2018,16:15,16:15,10/31/2018 16:15,5,19.5,1328,0.1328,0.844,6.754,,,,
10/31/2018,16:30,16:30,10/31/2018 16:30,5,19.5,1328,0.1328,0.845,6.755,,,,
10/31/2018,16:45,16:45,10/31/2018 16:45,5,19.5,1328,0.1328,0.841,6.751,,,,
10/31/2018,17:00,17:00,10/31/2018 17:00,5,19.5,1328,0.1328,0.846,6.756,,,,
10/31/2018,17:15,17:15,10/31/2018 17:15,5,19.5,1329,0.1329,0.836,6.746,,,,
10/31/2018,17:30,17:30,10/31/2018 17:30,5,19.5,1328,0.1328,0.842,6.752,,,,
10/31/2018,17:45,17:45,10/31/2018 17:45,5,19.5,1328,0.1328,0.834,6.744,,,,
10/31/2018,18:00,18:00,10/31/2018 18:00,5,19.5,1328,0.1328,0.828,6.738,,,,
10/31/2018,18:15,18:15,10/31/2018 18:15,5,19.5,1326,0.1326,0.822,6.732,,,,
10/31/2018,18:30,18:30,10/31/2018 18:30,5,19.5,1326,0.1326,0.838,6.748,,,,
10/31/2018,18:45,18:45,10/31/2018 18:45,5,19.5,1326,0.1326,0.82,6.73,,,,
10/31/2018,19:00,19:00,10/31/2018 19:00,5,19.5,1326,0.1326,0.822,6.732,,,,
10/31/2018,19:15,19:15,10/31/2018 19:15,5,19.5,1326,0.1326,0.809,6.719,,,,
10/31/2018,19:30,19:30,10/31/2018 19:30,5,19.5,1326,0.1326,0.815,6.725,,,,
10/31/2018,19:45,19:45,10/31/2018 19:45,5,19.5,1325,0.1325,0.806,6.716,,,,
10/31/2018,20:00,20:00,10/31/2018 20:00,5,19.5,1324,0.1324,0.815,6.725,,,,
10/31/2018,20:15,20:15,10/31/2018 20:15,5,19.5,1324,0.1324,0.812,6.722,,,,
10/31/2018,20:30,20:30,10/31/2018 20:30,5,19.5,1324,0.1324,0.794,6.704,,,,
10/31/2018,20:45,20:45,10/31/2018 20:45,5,19.5,1324,0.1324,0.806,6.716,,,,
10/31/2018,21:00,21:00,10/31/2018 21:00,5,19.5,1324,0.1324,0.803,6.713,,,,
10/31/2018,21:15,21:15,10/31/2018 21:15,5,19.5,1324,0.1324,0.8,6.71,,,,
10/31/2018,21:30,21:30,10/31/2018 21:30,5,19.5,1324,0.1324,0.792,6.702,,,,
10/31/2018,21:45,21:45,10/31/2018 21:45,5,19.5,1324,0.1324,0.792,6.702,,,,
10/31/2018,22:00,22:00,10/31/2018 22:00,5,19.5,1323,0.1323,0.805,6.715,,,,
10/31/2018,22:15,22:15,10/31/2018 22:15,5,19.5,1323,0.1323,0.784,6.694,,,,
10/31/2018,22:30,22:30,10/31/2018 22:30,5,19.5,1323,0.1323,0.803,6.713,,,,
10/31/2018,22:45,22:45,10/31/2018 22:45,5,19.5,1323,0.1323,0.793,6.703,,,,
10/31/2018,23:00,23:00,10/31/2018 23:00,5,19.5,1323,0.1323,0.79,6.7,,,,
10/31/2018,23:15,23:15,10/31/2018 23:15,5,19.5,1322,0.1322,0.8,6.71,,,,
10/31/2018,23:30,23:30,10/31/2018 23:30,5,19.5,1322,0.1322,0.794,6.704,,,,
10/31/2018,23:45,23:45,10/31/2018 23:45,5,19.5,1322,0.1322,0.794,6.704,,,,
11/1/2018,0:00,0:00,11/1/2018 0:00,5,19.5,1321,0.1321,0.785,6.695,,,,
11/1/2018,0:15,0:15,11/1/2018 0:15,5,19.5,1321,0.1321,0.789,6.699,,,,
11/1/2018,0:30,0:30,11/1/2018 0:30,5,19.5,1320,0.132,0.785,6.695,,,,
11/1/2018,0:45,0:45,11/1/2018 0:45,5,19.5,1320,0.132,0.778,6.688,,,,
11/1/2018,1:00,1:00,11/1/2018 1:00,5,19.5,1320,0.132,0.788,6.698,,,,
11/1/2018,1:15,1:15,11/1/2018 1:15,5,19.5,1320,0.132,0.793,6.703,,,,
11/1/2018,1:30,1:30,11/1/2018 1:30,5,19.5,1320,0.132,0.785,6.695,,,,
11/1/2018,1:45,1:45,11/1/2018 1:45,5,19.5,1320,0.132,0.797,6.707,,,,
11/1/2018,2:00,2:00,11/1/2018 2:00,5,19.5,1319,0.1319,0.795,6.705,,,,
11/1/2018,2:15,2:15,11/1/2018 2:15,5,19.5,1319,0.1319,0.794,6.704,,,,
11/1/2018,2:30,2:30,11/1/2018 2:30,5,19.5,1319,0.1319,0.79,6.7,,,,
11/1/2018,2:45,2:45,11/1/2018 2:45,5,19.5,1319,0.1319,0.786,6.696,,,,
11/1/2018,3:00,3:00,11/1/2018 3:00,5,19.5,1319,0.1319,0.791,6.701,,,,
11/1/2018,3:15,3:15,11/1/2018 3:15,5,19.5,1319,0.1319,0.795,6.705,,,,
11/1/2018,3:30,3:30,11/1/2018 3:30,5,19.5,1319,0.1319,0.792,6.702,,,,
11/1/2018,3:45,3:45,11/1/2018 3:45,5,19.5,1317,0.1317,0.793,6.703,,,,
11/1/2018,4:00,4:00,11/1/2018 4:00,5,19.5,1317,0.1317,0.786,6.696,,,,
11/1/2018,4:15,4:15,11/1/2018 4:15,5,19.4,1317,0.1317,0.788,6.698,,,,
11/1/2018,4:30,4:30,11/1/2018 4:30,5,19.4,1317,0.1317,0.785,6.695,,,,
11/1/2018,4:45,4:45,11/1/2018 4:45,5,19.4,1317,0.1317,0.793,6.703,,,,
11/1/2018,5:00,5:00,11/1/2018 5:00,5,19.4,1317,0.1317,0.794,6.704,,,,
11/1/2018,5:15,5:15,11/1/2018 5:15,5,19.4,1317,0.1317,0.783,6.693,,,,
11/1/2018,5:30,5:30,11/1/2018 5:30,5,19.4,1317,0.1317,0.801,6.711,,,,
11/1/2018,5:45,5:45,11/1/2018 5:45,5,19.4,1316,0.1316,0.78,6.69,,,,
11/1/2018,6:00,6:00,11/1/2018 6:00,5,19.4,1317,0.1317,0.787,6.697,,,,
11/1/2018,6:15,6:15,11/1/2018 6:15,5,19.4,1316,0.1316,0.778,6.688,,,,
11/1/2018,6:30,6:30,11/1/2018 6:30,5,19.4,1317,0.1317,0.792,6.702,,,,
11/1/2018,6:45,6:45,11/1/2018 6:45,5,19.4,1317,0.1317,0.782,6.692,,,,
11/1/2018,7:00,7:00,11/1/2018 7:00,5,19.4,1317,0.1317,0.79,6.7,,,,
11/1/2018,7:15,7:15,11/1/2018 7:15,5,19.4,1317,0.1317,0.783,6.693,,,,
11/1/2018,7:30,7:30,11/1/2018 7:30,5,19.4,1317,0.1317,0.775,6.685,,,,
11/1/2018,7:45,7:45,11/1/2018 7:45,5,19.4,1317,0.1317,0.792,6.702,,,,
11/1/2018,8:00,8:00,11/1/2018 8:00,5,19.4,1316,0.1316,0.785,6.695,,,,
11/1/2018,8:15,8:15,11/1/2018 8:15,5,19.4,1316,0.1316,0.782,6.692,,,,
11/1/2018,8:30,8:30,11/1/2018 8:30,5,19.4,1316,0.1316,0.784,6.694,,,,
11/1/2018,8:45,8:45,11/1/2018 8:45,5,19.4,1316,0.1316,0.795,6.705,,,,
11/1/2018,9:00,9:00,11/1/2018 9:00,5,19.4,1316,0.1316,0.788,6.698,,,,
11/1/2018,9:15,9:15,11/1/2018 9:15,5,19.4,1316,0.1316,0.797,6.707,,,,
11/1/2018,9:30,9:30,11/1/2018 9:30,5,19.4,1316,0.1316,0.786,6.696,,,,
11/1/2018,9:45,9:45,11/1/2018 9:45,5,19.4,1315,0.1315,0.807,6.717,,,,
11/1/2018,10:00,10:00,11/1/2018 10:00,5,19.4,1315,0.1315,0.798,6.708,,,,
11/1/2018,10:15,10:15,11/1/2018 10:15,5,19.4,1315,0.1315,0.797,6.707,,,,
11/1/2018,10:30,10:30,11/1/2018 10:30,5,19.4,1315,0.1315,0.787,6.697,,,,
11/1/2018,10:45,10:45,11/1/2018 10:45,5,19.4,1315,0.1315,0.808,6.718,,,,
11/1/2018,11:00,11:00,11/1/2018 11:00,5,19.4,1314,0.1314,0.792,6.702,,,,
11/1/2018,11:15,11:15,11/1/2018 11:15,5,19.4,1314,0.1314,0.812,6.722,,,,
11/1/2018,11:30,11:30,11/1/2018 11:30,5,19.4,1314,0.1314,0.811,6.721,,,,
11/1/2018,11:45,11:45,11/1/2018 11:45,5,19.4,1314,0.1314,0.803,6.713,,,,
11/1/2018,12:00,12:00,11/1/2018 12:00,5,19.4,1314,0.1314,0.817,6.727,,,,
11/1/2018,12:15,12:15,11/1/2018 12:15,5,19.4,1314,0.1314,0.824,6.734,,,,
11/1/2018,12:30,12:30,11/1/2018 12:30,5,19.4,1314,0.1314,0.825,6.735,,,,
11/1/2018,12:45,12:45,11/1/2018 12:45,5,19.4,1315,0.1315,0.815,6.725,,,,
11/1/2018,13:00,13:00,11/1/2018 13:00,5,19.4,1315,0.1315,0.822,6.732,,,,
11/1/2018,13:15,13:15,11/1/2018 13:15,5,19.4,1315,0.1315,0.83,6.74,,,,
11/1/2018,13:30,13:30,11/1/2018 13:30,5,19.4,1315,0.1315,0.823,6.733,,,,
11/1/2018,13:45,13:45,11/1/2018 13:45,5,19.4,1315,0.1315,0.846,6.756,,,,
11/1/2018,14:00,14:00,11/1/2018 14:00,5,19.4,1315,0.1315,0.826,6.736,,,,
11/1/2018,14:15,14:15,11/1/2018 14:15,5,19.4,1315,0.1315,0.837,6.747,,,,
11/1/2018,14:30,14:30,11/1/2018 14:30,5,19.4,1315,0.1315,0.836,6.746,,,,
11/1/2018,14:45,14:45,11/1/2018 14:45,5,19.4,1316,0.1316,0.83,6.74,,,,
11/1/2018,15:00,15:00,11/1/2018 15:00,5,19.4,1316,0.1316,0.819,6.729,,,,
11/1/2018,15:15,15:15,11/1/2018 15:15,5,19.4,1316,0.1316,0.835,6.745,,,,
11/1/2018,15:30,15:30,11/1/2018 15:30,5,19.4,1316,0.1316,0.812,6.722,,,,
11/1/2018,15:45,15:45,11/1/2018 15:45,5,19.4,1316,0.1316,0.821,6.731,,,,
11/1/2018,16:00,16:00,11/1/2018 16:00,5,19.4,1317,0.1317,0.808,6.718,,,,
11/1/2018,16:15,16:15,11/1/2018 16:15,5,19.4,1317,0.1317,0.803,6.713,,,,
11/1/2018,16:30,16:30,11/1/2018 16:30,5,19.4,1316,0.1316,0.802,6.712,,,,
11/1/2018,16:45,16:45,11/1/2018 16:45,5,19.4,1317,0.1317,0.793,6.703,,,,
11/1/2018,17:00,17:00,11/1/2018 17:00,5,19.4,1316,0.1316,0.797,6.707,,,,
11/1/2018,17:15,17:15,11/1/2018 17:15,5,19.4,1317,0.1317,0.798,6.708,,,,
11/1/2018,17:30,17:30,11/1/2018 17:30,5,19.4,1317,0.1317,0.801,6.711,,,,
11/1/2018,17:45,17:45,11/1/2018 17:45,5,19.4,1316,0.1316,0.785,6.695,,,,
11/1/2018,18:00,18:00,11/1/2018 18:00,5,19.4,1316,0.1316,0.785,6.695,,,,
11/1/2018,18:15,18:15,11/1/2018 18:15,5,19.4,1316,0.1316,0.774,6.684,,,,
11/1/2018,18:30,18:30,11/1/2018 18:30,5,19.4,1316,0.1316,0.781,6.691,,,,
11/1/2018,18:45,18:45,11/1/2018 18:45,5,19.4,1316,0.1316,0.77,6.68,,,,
11/1/2018,19:00,19:00,11/1/2018 19:00,5,19.4,1315,0.1315,0.769,6.679,,,,
11/1/2018,19:15,19:15,11/1/2018 19:15,5,19.4,1315,0.1315,0.765,6.675,,,,
11/1/2018,19:30,19:30,11/1/2018 19:30,5,19.4,1315,0.1315,0.758,6.668,,,,
11/1/2018,19:45,19:45,11/1/2018 19:45,5,19.4,1315,0.1315,0.748,6.658,,,,
11/1/2018,20:00,20:00,11/1/2018 20:00,5,19.4,1314,0.1314,0.767,6.677,,,,
11/1/2018,20:15,20:15,11/1/2018 20:15,5,19.4,1315,0.1315,0.754,6.664,,,,
11/1/2018,20:30,20:30,11/1/2018 20:30,5,19.4,1314,0.1314,0.761,6.671,,,,
11/1/2018,20:45,20:45,11/1/2018 20:45,5,19.4,1314,0.1314,0.75,6.66,,,,
11/1/2018,21:00,21:00,11/1/2018 21:00,5,19.4,1314,0.1314,0.755,6.665,,,,
